Pergunta,Resposta
O que é o método `Array.forEach()` em JavaScript?,`Array.forEach()` executa uma função fornecida uma vez para cada elemento no array.  Não retorna nada.
O que é o método `Array.sort()` em JavaScript?,"`Array.sort()` ordena os elementos de um array no local e retorna o array ordenado. Por padrão, a ordenação é alfabética e ascendente."
O que é o método `Array.slice()` em JavaScript?,`Array.slice()` retorna uma cópia rasa de uma porção de um array em um novo array.
O que é o método `Array.splice()` em JavaScript?,`Array.splice()` altera o conteúdo de um array removendo ou substituindo elementos existentes e/ou adicionando novos elementos no local.
O que é o método `Array.concat()` em JavaScript?,`Array.concat()` retorna um novo array contendo a junção de dois ou mais arrays.
O que é o método `Array.indexOf()` em JavaScript?,"`Array.indexOf()` retorna o primeiro índice em que um determinado elemento pode ser encontrado no array, ou -1 se não estiver presente."
O que é o método `Array.includes()` em JavaScript?,"`Array.includes()` determina se um array contém um determinado elemento, retornando `true` ou `false` conforme apropriado."
O que é o método `String.substring()` em JavaScript?,`String.substring()` retorna uma parte da string entre dois índices especificados.
O que é o método `String.slice()` em JavaScript?,"`String.slice()` retorna uma parte da string entre dois índices especificados. Semelhante ao `substring`, mas aceita índices negativos."
O que é o método `String.replace()` em JavaScript?,`String.replace()` retorna uma nova string com algumas ou todas as correspondências de um padrão substituídas por um substituto.
O que é o método `String.toUpperCase()` em JavaScript?,`String.toUpperCase()` retorna a string convertida para maiúsculas.
O que é o método `String.toLowerCase()` em JavaScript?,`String.toLowerCase()` retorna a string convertida para minúsculas.
O que é o método `String.trim()` em JavaScript?,`String.trim()` remove espaços em branco do início e do fim de uma string.
O que é o método `String.split()` em JavaScript?,"`String.split()` divide uma string em um array de substrings, usando um separador especificado."
O que é o objeto `Math` em JavaScript?,O objeto `Math` é um objeto embutido que possui propriedades e métodos para constantes e funções matemáticas.
Quais são algumas funções comuns do objeto `Math` em JavaScript?,"`Math.random()`, `Math.floor()`, `Math.ceil()`, `Math.round()`, `Math.max()`, `Math.min()`, `Math.pow()`, `Math.sqrt()`."
O que é o método `Date` em JavaScript?,O objeto `Date` é usado para trabalhar com datas e horários em JavaScript.
Como você obtém a data e hora atual em JavaScript?,Criando uma nova instância do objeto `Date`: `new Date()`.
Como você formata uma data em JavaScript?,"Usando os métodos do objeto `Date` como `getFullYear()`, `getMonth()`, `getDate()`, `getHours()`, `getMinutes()`, `getSeconds()` e construindo a string formatada manualmente, ou usando bibliotecas de formatação de data/hora."
O que são Generators em JavaScript?,"Generators são funções que podem ser pausadas e retomadas, permitindo a criação de iteradores."
Como você define uma função Generator em JavaScript?,Usando a sintaxe `function* myGenerator() { ... }`. O asterisco (*) indica que é uma função generator.
O que é a palavra-chave `yield` em uma função Generator?,A palavra-chave `yield` pausa a execução da função generator e retorna um valor. A execução pode ser retomada posteriormente.
O que é um iterador em JavaScript?,Um iterador é um objeto que define uma sequência e retorna seus valores um por vez.
Como você cria um iterador personalizado em JavaScript?,Implementando um objeto com um método `next()` que retorna um objeto com as propriedades `value` (o próximo valor da sequência) e `done` (um booleano indicando se a sequência foi concluída).
Qual a principal diferença entre WeakMap e Map?,"Em um WeakMap, as chaves devem ser objetos. Em um Map, as chaves podem ser de qualquer tipo de dado.  WeakMaps não são iteráveis e não têm a propriedade `size`."
Qual a principal diferença entre WeakSet e Set?,Um WeakSet pode armazenar apenas objetos. Um Set pode armazenar qualquer tipo de dado. WeakSets não são iteráveis e não tem a propriedade `size`.
O que é o método `Proxy` em JavaScript?,"O objeto `Proxy` permite interceptar e personalizar operações fundamentais em objetos (por exemplo, leitura de propriedades, atribuição, enumeração, invocação de função)."
Como você cria um Proxy em JavaScript?,"Usando o construtor `new Proxy(target, handler)`, onde `target` é o objeto a ser proxy e `handler` é um objeto que define os comportamentos interceptados."
O que é garbage collection em JavaScript?,Garbage collection é o processo automático de liberar memória que não está mais sendo usada por um programa. O JavaScript tem um garbage collector embutido.
O que são memory leaks (vazamentos de memória) em JavaScript?,"Memory leaks ocorrem quando a memória alocada por um programa não é liberada, mesmo que não esteja mais sendo usada. Isso pode levar a um desempenho degradado e, eventualmente, ao travamento do aplicativo."
Quais são algumas causas comuns de memory leaks em JavaScript?,"Variáveis globais acidentais, closures que retêm referências a variáveis externas por muito tempo, timers e listeners não removidos."
O que são web workers em JavaScript?,"Web workers permitem executar scripts JavaScript em threads de fundo, sem bloquear a thread principal do navegador. Isso pode melhorar o desempenho de aplicativos que realizam tarefas computacionalmente intensivas."
Como você cria um web worker em JavaScript?,Criando uma nova instância do objeto `Worker`: `new Worker('meu-worker.js')`.
Como você comunica entre a thread principal e um web worker em JavaScript?,Usando o método `postMessage()` para enviar mensagens e o evento `message` para receber mensagens.
O que é um Service Worker?,"Um Service Worker é um script que o navegador executa em segundo plano, separado de uma página web. Ele atua como um proxy entre o navegador e a rede, permitindo funcionalidades como notificações push, cache offline e atualizações em segundo plano."
O que são metadados de classe (Class Metadata) em JavaScript?,"Metadados de classe são dados adicionais que podem ser associados a classes e seus membros. Eles são usados para fornecer informações adicionais sobre o código, como anotações ou configurações. (Observação: o suporte nativo para metadados de classe em JavaScript está em desenvolvimento e não é amplamente suportado)."
O que são decorators em JavaScript?,"Decorators são uma forma de modificar ou adicionar funcionalidades a classes, métodos, propriedades ou parâmetros de funções. (Observação: o suporte nativo para decorators em JavaScript está em desenvolvimento e não é amplamente suportado)."
Como funcionam os decorators em JavaScript?,"Decorators são funções que recebem a classe, método, propriedade ou parâmetro como argumento e retornam uma nova versão modificada ou estendida. Eles são aplicados usando a sintaxe `@decorator`."
O que é o método `Intl` em JavaScript?,"O objeto `Intl` é o namespace para a API de Internacionalização do JavaScript, que fornece formatação sensível à linguagem para datas, números, moedas e outras informações específicas da cultura."
O que são BigInts em JavaScript?,"BigInts são um tipo de dado numérico em JavaScript que podem representar inteiros de precisão arbitrária, ou seja, números maiores que o limite seguro para números inteiros (`Number.MAX_SAFE_INTEGER`)."
Como você cria um BigInt em JavaScript?,"Adicionando o sufixo `n` a um número literal (por exemplo, `123n`) ou usando a função `BigInt()` (por exemplo, `BigInt(123)`)."
O que é o método `Array.from()` em JavaScript?,`Array.from()` cria uma nova instância de Array a partir de um objeto iterável ou semelhante a um array.
O que é o método `Array.of()` em JavaScript?,"`Array.of()` cria uma nova instância de Array com um número variável de argumentos, independentemente do número ou do tipo dos argumentos."
O que são TCO (Tail Call Optimization) em JavaScript?,TCO é uma otimização que permite que certas chamadas de função recursivas sejam executadas sem aumentar o tamanho da pilha de chamadas. (Observação: o suporte para TCO em JavaScript é limitado e não está presente em todos os ambientes).
O que é o método `Object.is()` em JavaScript?,"`Object.is()` determina se dois valores são o mesmo valor. Ele é semelhante ao operador `===`, mas trata casos especiais como `NaN` e `-0` de forma diferente."
